keyword,fs_probability,ls_probability
日本,0.8333333333333334,0.0
進口,1.0,0.0
開放,0.8333333333333334,0.0
台灣,0.6666666666666666,0.0
陳吉仲,0.8333333333333334,0.0
萊豬,0.6666666666666666,0.0
食用,0.0,0.0
公斤,0.0,0.0
豬肉,0.16666666666666666,0.0
清楚,0.3333333333333333,0.0
國內,0.16666666666666666,0.0
標示,0.3333333333333333,0.0
食安,0.16666666666666666,0.0
公噸,0.0,0.0
經驗,0.3333333333333333,0.0
國產,0.0,0.0
數量,0.16666666666666666,0.0
新加坡,0.0,0.0
香港,0.0,0.0
美國,0.16666666666666666,0.0
