盧秀燕,進口,美牛,豬標章,台灣,市長,立委,當時,開放,標章,農委會,台中,2012年,萊豬,民進黨,反對,政府,當年,立法院,今天
0.0,0.15205160582903182,0.0,0.4634023458762673,0.27411177767896855,0.0,0.0,0.0,0.11747647614812937,0.2574457477090374,0.2574457477090374,0.0,0.0,0.12164128466322545,0.0,0.0,0.2059565981672299,0.0,0.030410321165806362,0.0
0.35092870236172397,0.2849150538501948,0.33497739770891827,0.0,0.06380521861122253,0.22331826513927888,0.1435617418752507,0.0957078279168338,0.1435617418752507,0.0,0.0,0.12761043722244506,0.12761043722244506,0.03716283311089497,0.20974048701110537,0.06380521861122253,0.0,0.0957078279168338,0.08671327725875494,0.0
0.4349166517689724,0.19702175375907274,0.2174583258844862,0.0,0.0,0.1087291629422431,0.18121527157040515,0.18121527157040515,0.0,0.0,0.0,0.1087291629422431,0.1087291629422431,0.05629192964544936,0.0,0.14497221725632412,0.0,0.1087291629422431,0.08443789446817403,0.19062104393494275
