keyword,fs_probability,ls_probability
贊成,0.5,0.0
反對,0.5,0.0
進口,1.0,0.0
民眾,1.0,0.0
民意,1.0,0.0
台灣,1.0,0.0
美萊豬,0.5,0.0
開放,0.5,0.0
支持,0.5,0.0
基金會,1.0,0.0
民調,1.0,0.0
百分點,0.0,0.0
喜歡,0.0,0.0
萊豬,1.0,0.0
相信,0.0,0.0
調查,0.0,0.0
顯示,0.5,0.0
政府,1.0,0.0
美國,0.5,0.0
67,0.5,0.0
