keyword,fs_probability,ls_probability
台灣,0.0,0.0
施明德,0.3333333333333333,0.0
問題,0.0,0.0
瘦肉精,0.3333333333333333,0.0
國家,0.3333333333333333,0.0
人民,0.0,0.0
進口,1.0,0.0
中國,0.0,0.0
領導人,0.3333333333333333,0.0
蔡英文,1.0,0.0
美牛,0.3333333333333333,0.0
決策,0.3333333333333333,0.0
臺灣,0.0,0.0
沒有,0.0,0.0
總統,0.6666666666666666,0.0
開放,1.0,0.0
利益,0.0,0.0
食安,0.0,0.0
公開,0.0,0.0
智慧,0.3333333333333333,0.0
