keyword,fs_probability,ls_probability
開放,0.6666666666666666,0.0
台灣,0.0,0.0
美國,0.0,0.0
政府,0.6666666666666666,0.0
進口,1.0,0.0
標準,0.3333333333333333,0.0
總統,0.0,0.0
國際,0.3333333333333333,0.0
蘇貞昌,0.3333333333333333,0.0
美牛,0.3333333333333333,0.0
民進黨,0.3333333333333333,0.0
蔡英文,0.3333333333333333,0.0
報告,0.3333333333333333,0.0
國民黨,0.6666666666666666,0.0
萊克多巴胺,0.3333333333333333,0.0
貿易,0.0,0.0
一定,0.0,0.0
現在,0.0,0.0
沒有,0.3333333333333333,0.0
國人,0.0,0.0
