keyword,fs_probability,ls_probability
李遠哲,1.0,0.0
萊克多巴胺,0.6666666666666666,0.0
標準,1.0,0.0
氣候,0.0,0.0
政府,0.6666666666666666,0.0
問題,0.0,0.0
變遷,0.0,0.0
進口,0.6666666666666666,0.0
已經,0.3333333333333333,0.0
所有,0.6666666666666666,0.0
洪申翰,0.0,0.3333333333333333
台灣,0.0,0.0
美國,0.3333333333333333,0.0
認為,0.6666666666666666,0.0
不一定,0.6666666666666666,0.0
豬肉,0.3333333333333333,0.0
標示,0.0,0.0
影響,1.0,0.0
表示,0.3333333333333333,0.0
今天,0.3333333333333333,0.0
