keyword,fs_probability,ls_probability
溝通,1.0,0.3333333333333333
開放,0.6666666666666666,0.0
民進黨,0.0,0.0
總統,0.0,0.3333333333333333
評估,0.0,0.0
台灣,0.0,0.3333333333333333
10,0.3333333333333333,0.0
他們,0.0,0.0
法律,0.3333333333333333,0.0
風險,0.0,0.0
政府,0.0,0.0
開放政策,0.0,0.0
醫療,0.3333333333333333,0.0
宣布,0.0,0.0
美牛,0.3333333333333333,0.0
沒有,0.0,0.0
國際,0.0,0.0
影響,0.3333333333333333,0.0
我們,0.0,0.0
蔡英文,0.0,0.3333333333333333
