keyword,fs_probability,ls_probability
美國,1.0,0.0
蔡英文,1.0,0.0
豬肉,0.6666666666666666,0.0
連勝文,1.0,0.0
天天,0.3333333333333333,0.0
國民黨,0.6666666666666666,0.0
捍衛,1.0,0.0
主權,1.0,0.0
卑躬屈膝,1.0,0.0
清明節,0.3333333333333333,0.0
選錯,0.3333333333333333,0.0
再次,0.6666666666666666,0.0
對於,0.0,0.0
精彩,0.6666666666666666,0.0
雙標黨,0.6666666666666666,0.0
拿來,0.0,0.0
自己,0.0,0.0
民進黨,0.0,0.0
權力,0.0,0.0
31,0.6666666666666666,0.0
